annotater_id	table_id	hypothesis	label
GW85	T2004	Es war ein billiger Film.	C
GW93	T2004	Die Musik im Unabhängigkeitstag wurde von David Arnold komponiert.	E
GW93	T2004	Der Indpendence Day war die höchste eklatante Kasse, die im Sommer veröffentlicht wurde.	N
GW93	T2004	Die Laufzeit des Unabhängigkeitstags beträgt weniger als zwei Stunden.	C
GW4	T2004	Der Unabhängigkeitstag machte über 700 Millionen Dollar.	E
GW4	T2004	Der Film Independence Day wurde von derselben Person geschrieben und produziert.	N
GW4	T2004	Der Film Independence Day wurde von Warner Brothers veröffentlicht.	C
GW4	T2005	Flitterwochen wurden in mehr als einem Studio aufgenommen.	E
GW4	T2005	Flitterwochen brauchten mehrere Stunden, um	N
GW4	T2005	Flitterwochen sind weniger als eine Stunde lang.	C
GW85	T2005	Flitterwochen kamen 2015 heraus	E
GW85	T2005	Flitterwochen ist es ein Polydor Film	N
GW85	T2005	Flitterwochen ist es aus den 90er Jahren	C
GW84	T2005	Flitterwochen liefen über eine Stunde.	E
GW84	T2005	Lana Del Rey hat den größten Teil der Produktion an Flitterwochen gemacht.	N
GW84	T2005	Flitterwochen wurden in Europa aufgenommen.	C
GW86	T2008	Die Sonderverwaltungsregion Hongkong der Volksrepublik China gewährt mehr als einer Sprache den offiziellen Status.	E
GW86	T2008	Die am häufigsten gesprochene Sprache in der Sonderverwaltungsregion Hongkong der Volksrepublik China ist Kantonesisch.	N
GW86	T2008	Der Chief Secretary of the Hong Kong Special Administrative Region der Volksrepublik China ist Carrie Lam.	C
GW85	T2008	Hongkong Sonderverwaltungsregion der Volksrepublik China spricht nur Kantonesisch	E
GW85	T2008	Hong Kong Special Administrative Region der Volksrepublik China ist ein weitgehend chinesisches Gebiet.	N
GW85	T2008	Hongkong Sonderverwaltungsregion der Volksrepublik China hat keine	C
GW93	T2008	Hong Kong Special Administrative Region der Volksrepublik China hat zwei offizielle Skripte.	E
GW93	T2008	Hong Kong Special Administrative Region der Volksrepublik China hat immer einen Legislativrat gehabt.	N
GW93	T2008	Hongkong Die Sonderverwaltungsregion der Volksrepublik China ist die wichtigste ethnische Gruppe Japans.	C
GW93	T2009	Indien Willie Bush war George W. Bushs Katze.	E
GW93	T2009	Indien Willie Bush lebte in zwei Häusern.	N
GW93	T2009	Indien Willie Bush hatte weißes Fell.	C
GW25	T2009	Indien Willie Bush war eine Katze mit schwarzem Fell und starb im Weißen Haus in D.C..	E
GW25	T2009	Indien Willie Bush war die einzige Katze, die die Bush-Familie je besaß.	N
GW25	T2009	Indien Willie Bush war eine Katze im Besitz von George und Laura Bush, die lebte, um 20 Jahre alt zu sein.	C
GW28	T2009	India Willie Bush war eine feline im Besitz von Präsident George W. Bush.	E
GW28	T2009	Indien Willie Bush wurde Secret Service Schutz gewährt.	N
GW28	T2009	Indien Willie Bush war eine haarlose Katze.	C
GW85	T2011	Indiana Jones and the Kingdom of the Crystal Skull ist ein US-amerikanischer Spielberg-Film aus dem	E
GW85	T2011	Es wurde von Paramount Pictures gemacht	N
GW85	T2011	es ist nur eine halbe Stunde lang	C
GW93	T2011	Indiana Jones und das Königreich der Kristallschädel wurde von Michael Kahn herausgegeben.	E
GW93	T2011	Indiana Jones und das Königreich der Kristallschädel war der dritthöchste eklatante Indiana Jones-Film.	N
GW93	T2011	Indiana Jones und das Königreich des Crystal Skull hat eine Laufzeit von über 2 Stunden.	C
GW94	T2011	Indiana Jones und das Kingdom of the Crystal Skull wurden vor den USA in Cannes veröffentlicht.	E
GW94	T2011	Indiana Jones und das Königreich der Kristallschädel war der erfolgreichste Indiana Jones Film in der Kasse.	N
GW94	T2011	Indiana Jones und das Königreich der Crystal Skull wurde in Großbritannien hergestellt.	C
GW93	T2012	Hoobastank ist mit Vanessa Amorosi assoziiert.	E
GW93	T2012	Unter dem Label Napalm war Hoobastanz am erfolgreichsten.	N
GW93	T2012	Hoobastank ist nicht mehr aktiv.	C
GW84	T2012	Hoobastanz ist eine Band von der Westküste.	E
GW84	T2012	Hoobastanks Lieder sind meist postgrunge.	N
GW84	T2012	Hoobastank hat vor fünf Jahren aufgehört zu touren.	C
GW69	T2012	Hoobastank ist eine US-amerikanische Rockband, die 1994 in Agoura Hills in Los Angeles gegründet wurde.	E
GW69	T2012	Vor 2001 war Hoobastank von keinem Plattenlabel vertreten.	N
GW69	T2012	Hoobastank ist seit über 30 Jahren als Rockband aktiv.	C
GW93	T2013	Indiana Jones und der Tempel von Doom machten über zehn Mal ihr Budget in der Kasse.	E
GW93	T2013	Gloria Katz war die Hauptschriftstellerin für Indiana Jones und den Tempel des Untergangs.	N
GW93	T2013	Indiana Jones und der Tempel von Doom hat eine Laufzeit von über zwei Stunden.	C
GW84	T2013	Indiana Jones und der Tempel des Untergangs wurden 1984 zweimal veröffentlicht.	E
GW84	T2013	Indiana Jones und der Tempel von Doom war der größte Verdiener, in dem Harrison Ford je spielte.	N
GW84	T2013	Indiana Jones und der Tempel von Doom wurde von derselben Person geleitet und produziert.	C
GW4	T2013	Indiana Jones und der Tempel des Untergangs machten über 300 Millionen Dollar.	E
GW4	T2013	Indiana Jones und der Tempel des Untergangs wurden von derselben Firma hergestellt, die Star Wars herstellte.	N
GW4	T2013	Indiana Jones und der Tempel von Doom war über zwei Stunden lang.	C
GW93	T2014	Hootie & the Blowfish stammen aus South Carolina.	E
GW93	T2014	Die Bandmitglieder in Hootie & the Blowfish haben sich seit 1986 nicht verändert.	N
GW93	T2014	Hootie & der Blowfish hatten nie eine Pause in den Jahren aktiv.	C
GW95	T2014	Hootie und die Blowfish spielen eine Vielzahl von Musik-Genres	E
GW95	T2014	Hootie und der Blowfish besteht aus einer Gruppe von Menschen.	N
GW95	T2014	Die Mitglieder von Hootie und der Blowfish sind jetzt im Ruhestand.	C
GW28	T2014	Hootie & the Blowfish sind eine amerikanische Rockgruppe.	E
GW28	T2014	Hootie & the Blowfish ist eine dreiköpfige Band.	N
GW28	T2014	Hootie & der Blowfish hat sich seit seiner Entstehung ununterbrochen ohne Pause bewährt.	C
GW93	T2015	Indira Gandhi diente unter fünf Präsidenten.	E
GW93	T2015	Indira Gandhi billigte seinen Nachfolger.	N
GW93	T2015	Indira Gandhi war sechs Jahre im Amt.	C
GW14	T2015	Zu einem Zeitpunkt wurde Indira Gandhi von ihrem Untergebenen abgelöst.	E
GW14	T2015	Indira Gandhi und Rajiv Gandhi sind verwandt.	N
GW14	T2015	Gulzarilal Nanda (Acting) bekleidete sein Amt nach Morarji Desai.	C
GW72	T2015	Indira Gandhi mehr als einmal im Amt	E
GW72	T2015	Indira Gandhi war in der gleichen politischen Partei wie Präsident N. Sanjiva Reddy	N
GW72	T2015	Indira Gandhi im Amt nach Morarji Desai	C
GW4	T2016	Hope wurde im Herbst 2010 geboren.	E
GW4	T2016	Hope tritt sein ganzes Leben lang für ausverkaufte Menschenmengen auf.	N
GW4	T2016	Hoffentlich ist der Delphin einer der ältesten Delfine am CMA.	C
GW72	T2016	Die Hoffnung tritt noch heute auf	E
GW72	T2016	Hope ist derzeit der jüngste Delphin, der am CMA gewesen ist	N
GW72	T2016	Hoffnung wurde der jüngste Delphin am CMA 8 Jahre nach ihrer Geburt	C
GW93	T2016	Hope wurde 2010 geboren.	E
GW93	T2016	Hoffnung hat an dem gleichen Ort gelebt, seit sie geboren wurde.	N
GW93	T2016	Hope ist der älteste Delphin am CMA.	C
GW74	T2017	Hopeless Fountain Kingdom wurde etwa 5 Monate nach der Aufnahme veröffentlicht.	E
GW74	T2017	Happy Perez produzierte ab August 2017 hoffnungsloses Brunnenreich.	N
GW74	T2017	Die Aufnahme für Hopeless Fountain Kingdom begann 2 Jahre vor ihrer Veröffentlichung.	C
GW84	T2017	Hopeless Fountain Kingdom wurde im selben Jahr veröffentlicht, nachdem die Aufnahme abgeschlossen war.	E
GW84	T2017	Hopeless Fountain Kingdom war das erste Album, an dem Ricky Reed gearbeitet hatte.	N
GW84	T2017	Hoffnungsloses Brunnenreich läuft über eine Stunde lang.	C
GW4	T2017	Das hoffnungslose Brunnenreich dauerte über 5 Monate, um es aufzuzeichnen.	E
GW4	T2017	Hoffnungsloses Brunnenreich konnte einige Auszeichnungen gewinnen.	N
GW4	T2017	Das Album Hopeless Fountain Kingdom ist über eine Stunde lang.	C
GW94	T2018	Hopeless wurde mit zwei verschiedenen Farbtypen geschaffen.	E
GW94	T2018	Hopeless wurde vom Kunstmuseum Basel gekauft.	N
GW94	T2018	Hopeless ist ein Aquarell von Roy Lichtenstein.	C
GW28	T2018	Hopeless ist ein Kunstwerk des 20. Jahrhunderts.	E
GW28	T2018	Hoffnungslos war Roy Lichtensteins letzte Arbeit.	N
GW28	T2018	Hopeless ist in Privatbesitz.	C
GW93	T2018	Hoffnungslos wurde in den 60er Jahren gemacht.	E
GW93	T2018	Hopeless wurde in fünf verschiedenen Farben hergestellt.	N
GW93	T2018	Hopeless befindet sich in Paris.	C
GW85	T2019	Hope wurde von George Frederic Watts	E
GW85	T2019	Hope ist eine Art von Öl-Erzeugung.	N
GW85	T2019	George Frederic Watts bekam nie Hoffnung nach Großbritannien	C
GW93	T2019	Hope wurde ursprünglich im Jahr 1886	E
GW93	T2019	Hope hatte nur einen Besitzer.	N
GW93	T2019	Hope befindet sich in Sevilla, Frankreich.	C
GW2	T2019	Hope war ein Ölgemälde, das im neunzehnten Jahrhundert entstand.	E
GW2	T2019	Hope war das berühmteste Gemälde von George Frederic Watts.	N
GW2	T2019	George Frederic Watts schuf Kunst streng in der Kategorie Skulptur.	C
GW93	T2020	Horace Smith starb im Alter von 80 Jahren.	E
GW93	T2020	Horace Smith lebte sein ganzes Leben in Massachusetts.	N
GW93	T2020	Horace Smith hatte eine Frau.	C
GW4	T2020	Horace Smith lebte ihr ganzes Leben im 19. Jahrhundert.	E
GW4	T2020	Horace Smith hat viele Erfindungen gemacht, die wir heute noch verwenden.	N
GW4	T2020	Horace Smith war nur mit einer Frau verheiratet.	C
GW104	T2020	Horace Smith hatte mehrere Ehepartner während seines Lebens.	E
GW104	T2020	Horace Smith lebte sein ganzes Leben in Massachusetts.	N
GW104	T2020	Horace Smith heiratete nur einmal.	C
GW93	T2021	Horrie stammt aus Ägypten.	E
GW93	T2021	Horrie wurde von Jim Moody aus einem Unterschlupf adoptiert.	N
GW93	T2021	Horrie starb 1950.	C
GW84	T2021	Horrie war ein militärisches Maskottchen.	E
GW84	T2021	Horrie hat den größten Teil seiner Arbeit in Ägypten gemacht.	N
GW84	T2021	Die Armee war der Besitzer von Horrie.	C
GW86	T2021	Horries Geburt und Tod traten in zwei verschiedenen Ländern auf.	E
GW86	T2021	Horrie starb an natürlichen Ursachen.	N
GW86	T2021	Horrie verbrachte sein ganzes Leben in Ägypten.	C
GW93	T2022	Pferde wurden im Winter 1975 freigelassen.	E
GW93	T2022	Horses war das erfolgreichste Album des Jahres, in dem es veröffentlicht wurde.	N
GW93	T2022	Pferde stehen unter dem Label Warner.	C
GW14	T2022	Pferde wurden im selben Jahr veröffentlicht, in dem sie aufgenommen wurden.	E
GW14	T2022	Die Electric Lady Studios veröffentlichten in den 70er Jahren mehr als ein Punk Rock Album.	N
GW14	T2022	Pferde wurden im Sommer freigelassen.	C
GW4	T2022	Pferde wurden im selben Jahr veröffentlicht, es wurde aufgenommen.	E
GW4	T2022	Das Album Horses wurde komplett in den USA aufgenommen.	N
GW4	T2022	Das Album Horses war über eine Stunde lang.	C
GW72	T2023	Feindselige hatten denselben Regisseur und Drehbuchautor	E
GW72	T2023	Waypoint Entertainment war der Leiter der Produktionsfirma für Feindselige	N
GW72	T2023	Die Person, die für das Drehbuch von Hostiles verantwortlich war, war auch	C
GW85	T2023	Geiseln ist ein Scott Cooper Film	E
GW85	T2023	Feindselige ist ein englischer Film.	N
GW85	T2023	Feindselige wurden auf einem 500-Dollar-Budget gemacht	C
GW93	T2023	Feindselige haben eine Laufzeit von über zwei Stunden.	E
GW93	T2023	Waypoint Entertainment war die Hauptproduktionsfirma für Hostiles.	N
GW93	T2023	Hostiles wurde im Jahr 2015 veröffentlicht.	C
GW84	T2024	Hot Dogs haben in der Regel über 200 kcal.	E
GW84	T2024	Hot Dogs sind in der Regel aus Huhn.	N
GW84	T2024	Hot Dogs haben praktisch keine Kalorien.	C
GW28	T2024	Hot Dog ist ein Fleischprodukt für den menschlichen Verzehr.	E
GW28	T2024	Hot Hund ist in Schweine Darm eingehüllt, um es geformt und Festigkeit zu geben.	N
GW28	T2024	Hot Dog ist ein ganz natürliches Lebensmittelprodukt.	C
GW93	T2024	Es gibt mehrere Varianten von Hot Dog.	E
GW93	T2024	Hot Dogs werden in der Regel hauptsächlich aus Schweinefleisch hergestellt.	N
GW93	T2024	Hot Dogs bieten etwa 500 kcal Energie.	C
GW2	T2025	Rajiv Gandhi hatte oder hat einen Großvater namens Jawaharlal Nehru.	E
GW2	T2025	Indira Gandhi wurde zu Tode vergiftet.	N
GW2	T2025	Indira Priyadarshini Nehru starb vor ihrem Mann.	C
GW93	T2025	Indira Gandhi wurde in British India geboren.	E
GW93	T2025	Indira Gandhi war ein Politiker sein ganzes Erwachsenenleben.	N
GW93	T2025	Indira Gandhi starb an natürlichen Ursachen.	C
GW84	T2025	Indira Gandhi starb an Halloween.	E
GW84	T2025	Indira Gandhi war Präsident.	N
GW84	T2025	Indira Gandhi besuchte nie das College.	C
GW2	T2026	Hotel California wurde im gleichen Kalenderjahr aufgenommen und veröffentlicht.	E
GW2	T2026	Hotel California enthält neun Lieder.	N
GW2	T2026	Hotel California wurde in drei Studios aufgenommen.	C
GW94	T2026	Das Hotel California steht unter dem Asyl-Label.	E
GW94	T2026	Die meisten Aufnahmen für das Hotel California wurden im Oktober gemacht.	N
GW94	T2026	Hotel California ist ein Pop-Song.	C
GW93	T2026	Das Hotel California wurde 1976 veröffentlicht.	E
GW93	T2026	Das Hotel California ist außerhalb der USA beliebter.	N
GW93	T2026	Hotel California ist im Country-Musik-Genre.	C
GW14	T2027	Hot Fuss wurde im Jahr vor seiner Veröffentlichung aufgenommen.	E
GW14	T2027	Jeff Saltzman hat mehr als ein Album für Island Records produziert.	N
GW14	T2027	Hot Fuss wurde komplett in Kalifornien aufgenommen.	C
GW77	T2027	Hot Fuss wurde in 3 Studios mit zwei verschiedenen Produzenten aufgenommen.	E
GW77	T2027	Das Album wurde 2003 komplett aufgenommen und beendet und wurde 2004 im Juni veröffentlicht.	N
GW77	T2027	Das Album ist über 50 Minuten lang und es ist ein Polka-Album.	C
GW85	T2027	Hot Fuss stammte aus dem Jahr 2004.	E
GW85	T2027	Hot Fuss ist eine Inselproduktion	N
GW85	T2027	Hot Fuss ist eine Band	C
GW93	T2029	H_t_ stammt aus Yamanashi.	E
GW93	T2029	H_t_ ist die beliebteste Suppe in Yamanashi.	N
GW93	T2029	H_t_ ist eine Art Salat.	C
GW84	T2029	H_t_ ist ein Essen, das man aus einer Schüssel isst.	E
GW84	T2029	H_t_ ist die nationale Nahrung Japans.	N
GW84	T2029	H_t_ ist eine fruchtige Art von Softdrink.	C
GW77	T2029	Hoto ist eine Suppe, die in Japan hergestellt wird, bestehend aus Miso, Nudeln und einer großen Vielfalt von Gemüse.	E
GW77	T2029	Es gibt mehr als 5 Arten von Gemüse in Hoto Suppe.	N
GW77	T2029	Hoto-Suppe ist in China und Vietnam verbreitet und hat kein Gemüse.	C
GW74	T2031	Hot Space wurde 2 Monate nach der Aufnahme veröffentlicht.	E
GW74	T2031	David Bowie war der Produzent von Hot Space im Juni 1981	N
GW74	T2031	Die Aufnahme für Hot Space begann 2 Jahre vor ihrer Veröffentlichung.	C
GW85	T2031	Heißer Raum kam am 21. Mai 1982 heraus	E
GW85	T2031	Heißer Raum ist eine Queen-Produktion	N
GW85	T2031	Heiße Königin beteiligt Nsync	C
GW84	T2031	Hot Space wurde im selben Jahr veröffentlicht, als die Aufnahme abgeschlossen war.	E
GW84	T2031	Hot Space war die einzige Platte, die David Bowie produzierte.	N
GW84	T2031	Hot Space dauert über eine Stunde, um zu hören.	C
GW94	T2034	House of Balloons wurde im Jahr 2011	E
GW94	T2034	House of Balloons gewann eine Grammy.	N
GW94	T2034	House of Balloons ist Jazzmusik.	C
GW4	T2034	House of Balloons ist als R&B-Album bekannt.	E
GW4	T2034	House of Balloons gewann Auszeichnungen für seine Produktion.	N
GW4	T2034	House of Balloons wurde nur von einer Person produziert.	C
GW93	T2034	Das Haus der Ballons ist weniger als eine Stunde.	E
GW93	T2034	Der Hauptproduzent von House of Balloons ist Doc McKinney.	N
GW93	T2034	House of Balloons ist auf dem Warner Label.	C
GW1	T2035	Der Bezirkssammler und Stadtkommissar von Indore gehören derselben politischen Partei an.	E
GW1	T2035	Wenn Malini Laxmansingh Gaur als Bürgermeister von Indore austritt, übernimmt Nishant Warwade die Stelle.	N
GW1	T2035	Sumitra Mahajan ist seit mehr als 10 Jahren Mitglied des Parlaments für Indore.	C
GW84	T2035	Indore wird von einer einzigen Person regiert.	E
GW84	T2035	Der Bürgermeister von Indore wird bezahlt.	N
GW84	T2035	Indore hat ein Board von Co-Mayors.	C
GW86	T2035	Indore wird von einem Bürgermeister regiert.	E
GW86	T2035	Indore ist eine Stadt.	N
GW86	T2035	Indores Bezirkssammler ist Ashish Singh.	C
GW93	T2036	Indore hat eine Dichte von 9.800 pro Quadratkilometer.	E
GW93	T2036	Indore ist eine der zehn größten Städte Indiens.	N
GW93	T2036	* Indora: Indora.	C
GW4	T2036	Indore hat mehr als eine Million Menschen darin.	E
GW4	T2036	Indore war schon immer eine große Stadt in Indien.	N
GW4	T2036	Indore ist in den fünf größten Städten Indiens.	C
GW84	T2036	Indore ist nicht die größte Stadt des Landes.	E
GW84	T2036	Die meisten Menschen in Indore leben in der Metro-	N
GW84	T2036	Die Metro-Zone von Indore hat über drei Millionen Menschen.	C
GW84	T2039	Das Haus der Schmerzen ist seit über zwanzig Jahren da.	E
GW84	T2039	House of Pain war die erste von Tommy Boy signierte Band.	N
GW84	T2039	House of Pain war eine Band von der Ostküste.	C
GW93	T2039	House of Pain war bis 2017 aktiv.	E
GW93	T2039	House of Pains Mitglieder wurden alle in Los Angeles geboren.	N
GW93	T2039	House of Pain ist mit Ice Cube verbunden.	C
GW2	T2039	Die Gruppe House of Pain begann an der Westküste der USA.	E
GW2	T2039	House of Pain hat auf 8 Festivals gespielt.	N
GW2	T2039	House of Pain war jedes Jahr von 1991 bis 2011 aktiv.	C
GW72	T2040	Infizierter Pilz spielt seit über 20 Jahren	E
GW72	T2040	Infizierter Pilz hat mit Lady Gaga tourt	N
GW72	T2040	Infizierter Pilz spielt keine Musik mehr	C
GW84	T2040	Infizierte Pilze treten seit über zwanzig Jahren auf.	E
GW84	T2040	Infizierte Pilz spielt meist elektrische Hausmusik.	N
GW84	T2040	Infected Mushroom ist eine neue Country-Band.	C
GW93	T2040	Eines der Labels von Infected Mushroom ist BNE.	E
GW93	T2040	Alle Mitglieder der infizierten Mushroom Band wurden in Israel geboren.	N
GW93	T2040	Infizierter Pilz ist nicht mehr aktiv.	C
GW86	T2041	Die Veröffentlichung von Inferno in den Vereinigten Staaten erfolgte nach ihrer europäischen Veröffentlichung.	E
GW86	T2041	Inferno basierte auf einem Roman.	N
GW86	T2041	Infernos Budget übertraf seine Kasse.	C
GW93	T2041	Infernos Kameramann war Salvatore Totino.	E
GW93	T2041	Infernos Hauptproduzent war Ron Howard.	N
GW93	T2041	Inferno kam 2015 heraus.	C
GW72	T2041	Inferno hatte den gleichen Direktor und Produzenten	E
GW72	T2041	Felicity Jones spielte eine Nebenrolle in Inferno	N
GW72	T2041	Das Drehbuch für Inferno war ein ganz originelles Werk	C
GW85	T2042	Häuser in Auversis ein klassischer Gosh	E
GW85	T2042	Häuser in Auvers ist ein Ölgemälde.	N
GW85	T2042	Häuser bei Auvers sind verloren	C
GW84	T2042	Häuser in Auvers wurde in den 1800er Jahren gemalt.	E
GW84	T2042	Vincent van Gogh malte nur mit Öl.	N
GW84	T2042	Van Gogh hat keine Bilder im Toledo Museum of Art.	C
GW93	T2042	Die Häuser in Auvers wurden 1890 gebaut.	E
GW93	T2042	Die Häuser von Auvers befinden sich seit jeher im Toledo Museum of Art.	N
GW93	T2042	Die Häuser in Auvers wurden von Pablo Picasso entworfen.	C
GW14	T2043	Die Häuser in lEstaque wurden im 20. Jahrhundert gemalt.	E
GW14	T2043	Braque machte mehrere Kohlestudien der Häuser in lEstaque, bevor er sie malte.	N
GW14	T2043	Georges Braque malte nur kleine Gemälde unter 1 Fuß breit.	C
GW72	T2043	Häuser in lEstaque wurde während des frühen 20. Jahrhunderts gemalt	E
GW72	T2043	Georges Braque arbeitete nur mit Ölgemälden	N
GW72	T2043	Häuser in lEstaque sind derzeit in einer klassischen Kunstausstellung zu sehen	C
GW93	T2043	Die Häuser in lEstaque wurden im 20. Jahrhundert erbaut.	E
GW93	T2043	Häuser in lEstaque wurden nur im Museum für Moderne, Zeitgenössische und Outsider-Kunst in Lille untergebracht.	N
GW93	T2043	Häuser in lEstaque wurden aus Aquarellen hergestellt.	C
GW112	T2270	ExCeL Exhibition Centre war ein Ort, der während der XXX Olympiade genutzt wurde.	E
GW112	T2270	Eretria nahm nicht an der XXX Olympiade teil.	N
GW112	T2270	Das Mittelgewicht der Männer Boxen war nicht in der XXX Olympiade enthalten.	C
GW113	T2270	Männer Mittelgewicht Boxen in Excel-Ausstellung gehalten	E
GW113	T2270	Das Boxturnier wurde an vielen Orten ausgetragen	N
GW113	T2270	Männer Mittelgewicht Boxen wurde um Dezember statt	C
GW114	T2270	August 2012 im ExCeL Exhibition Centre in London	E
GW114	T2270	Achtundzwanzig Boxer aus 28 Nationen waren im Wettbewerb.	N
GW114	T2270	Der Wettbewerb bestand aus einem Einzel-Eliminations-Turnier.	C
GW1	T2271	Die Super-Schwergewichtsboxen der Männer bei den Spielen der XXX Olympiade liefen unter 2 Wochen.	E
GW1	T2271	Die Super-Schwergewicht Boxen der Männer bei den Spielen der XXX Olympiade war die erste sogar im ExCeL Exhibition Centre statt.	N
GW1	T2271	Männer Superschwergewicht Boxen bei den Spielen der XXX Olympiad hatte über zwei Dutzend Konkurrenten.	C
GW89	T2271	Die 30. Olympischen Spiele fanden über 12 Tage statt.	E
GW89	T2271	Der Gewinner war aus Frankreich.	N
GW89	T2271	Es gab zwölf Konkurrenten in den Super-Schwergewicht Boxturniere.	C
GW102	T2271	16 Nationen traten im ExCeL Exhibition Centre in den Schwergewichtsboxen an.	E
GW102	T2271	Das Super-Schwergewichtsboxen der Männer war die einzige Veranstaltung, die während der XXX Olympiade im ExCel Exhibition Centre stattfand.	N
GW102	T2271	16 Nationen nahmen an den XXX Olympischen Spielen im ExCel Exhibition Centre für 8 Tage im August teil.	C
GW115	T2272	Männer super Schwergewicht Boxen Veranstaltungsort Riocentro – Pavillon 6	E
GW115	T2272	Männer super Schwergewicht Boxen Datum ist 1-8 August 2016	N
GW115	T2272	Männer Super Schwergewicht Boxen Konkurrenten sind 8 aus 8 Nationen	C
GW116	T2272	Die Veranstaltung fand über 12 Tage statt.	E
GW116	T2272	Der Gewinner kam aus China.	N
GW116	T2272	Die Veranstaltung fand im Winter statt.	C
GW27	T2272	Das Super-Schwergewichts-Boxen der Männer bei den Spielen der XXXI-Olympiade fand im August 2016 in Riocentro statt.	E
GW27	T2272	Der Super-Schwergewichtsboxen der Männer bei den Spielen der XXXI-Olympiade fand in Riocentros größtem Pavillon statt.	N
GW27	T2272	Die Super-Schwergewichtsboxen der Männer bei den Spielen der XXXI Olympiade fanden an mehr Tagen statt, als es Konkurrenten hatte.	C
GW110	T2273	Während der XXXI Olympiade 2016 vertraten 28 Teilnehmer jedes ihrer Länder im Weltergewichts-Boxen.	E
GW110	T2273	Riocentro ist ein Veranstaltungsort in Brasilien.	N
GW110	T2273	Die 2016 Herren Welterweight Boxturnier hatte nur 10 Konkurrenten und war weniger als eine Woche.	C
GW117	T2273	Im Sommer fand das Welterweight Boxen statt.	E
GW117	T2273	Männer-Weltergewicht Boxen vergeben 3 Preise in den Olympics.	N
GW117	T2273	Das Weltergewichtsboxen der Männer hatte Konkurrenten aus mehr als 30 Nationen.	C
GW28	T2273	Das Welterweight-Boxen der Männer bei den Spielen der XXXI-Olympiade wurde während des gesamten Turniers an einem Ort ausgetragen.	E
GW28	T2273	Das Welterweight-Boxen der Männer bei den Spielen der XXXI-Olympiade war bis zu diesem Turnier das größte.	N
GW28	T2273	Das Weltergewichtsboxen der Männer bei den Spielen der XXXI-Olympiade wurde in weniger als einer Woche beendet.	C
GW117	T2274	Kapstadt hat mehr als 400.000 Einwohner.	E
GW117	T2274	Kapstadt hat derzeit eine größere Dichte als vor 20 Jahren.	N
GW117	T2274	Kapstadt hat eine Dichte von weniger als 1000/km.	C
GW4	T2274	Kapstadts Stadt hat eine geringere Dichte als die Metro.	E
GW4	T2274	Kapstadts Stadt hat eine wachsende Bevölkerung.	N
GW4	T2274	Die Menschen aus Kapstadt haben keinen Begriff, den sie sich nennen.	C
GW28	T2274	Kapstadt ist eine Stadt, deren Einwohner als Capetonians bekannt sind.	E
GW28	T2274	Kapstadt ist die größte Stadt Südafrikas.	N
GW28	T2274	Kapstadt hat Millionen Einwohner.	C
GW117	T2275	Caprio ist ein alkoholfreies Getränk mit nur einer Variante.	E
GW117	T2275	Caprio wurde ursprünglich als Wasser-Getränk entwickelt.	N
GW117	T2275	Caprio wurde ursprünglich in den Vereinigten Staaten hergestellt.	C
GW118	T2275	Caprio ist eine Art Softdrink	E
GW118	T2275	Caprio stammte aus Polen und	N
GW118	T2275	Caprio wurde 1998 eingeführt	C
GW110	T2275	Caprio ist ein polnisches alkoholfreies Getränk, das Mitte der 90er Jahre eingeführt wurde.	E
GW110	T2275	Caprio wird noch hergestellt.	N
GW110	T2275	Caprio ist ein alkoholfreies Getränk, das aus den USA stammt und in Polen hergestellt wird.	C
GW112	T2276	Cardiff befindet sich in Europa.	E
GW112	T2276	Cardiff ist in erster Linie ländlich.	N
GW112	T2276	Glamorgan ist eine Stadt in Cardiff.	C
GW1	T2276	Cardiff erlangte im ersten Jahrzehnt des 20. Jahrhunderts den Status einer Stadt.	E
GW1	T2276	Cardiff war früher Teil eines anderen souveränen Staates.	N
GW1	T2276	Cardiff hat das gleiche Land wie die Region.	C
GW4	T2276	Cardiff ist seit über 110 Jahren eine Stadt.	E
GW4	T2276	Cardiff wurde als Teil des Vereinigten Königreichs gebildet.	N
GW4	T2276	Cardiff befindet sich in London.	C
GW116	T2277	Die Band stammte aus Virginia.	E
GW116	T2277	Die Band hat nur Shows in Virginia gespielt.	N
GW116	T2277	Die Band ist aus Texas.	C
GW119	T2277	Car Seat Headrest ist eine US-amerikanische Indie-Rock-Band aus Leesburg, Virginia,	E
GW119	T2277	Zu den damit verbundenen Handlungen von Car Seat Headrest gehören unter anderem Naked Giants, Smash Mouth, 1 Trait Danger.	N
GW119	T2277	Autositz Kopfstütze ist nicht mehr aktiv.	C
GW115	T2277	Autositz Kopfstütze wurde im Jahr 2010 aktiviert	E
GW115	T2277	Autositz Kopfstütze assoziierte Handlungen sind auch Gefahr	N
GW115	T2277	Autositz Kopfstütze haben keine Genres	C
GW1	T2278	Karthago hat mehrere verschiedene Kriterien.	E
GW1	T2278	Karthago hatte früher einen anderen Namen.	N
GW1	T2278	Karthagos Referenznummer ist über 40.	C
GW112	T2278	Karthago liegt im Nahen Osten.	E
GW112	T2278	Karthago ist eine trockene Region.	N
GW112	T2278	Karthago erfüllt II durch vi Kriterien.	C
GW4	T2278	Karthago wurde vor 40 Jahren benannt	E
GW4	T2278	Karthago gilt als Araber.	N
GW4	T2278	Karthago ist Teil Saudi-Arabiens.	C
GW4	T2279	Das Chandos Portrait of William Shakespeare ist ein Rechteck in Form.	E
